"participant"	"gender"	"age"	"options"	"accuracy"	"RT_msec"
"2420"	23	"female"	25	"CD"	1	686
"2421"	23	"female"	25	"BD"	1	946
"2422"	23	"female"	25	"AB"	1	654
"2423"	23	"female"	25	"BD"	1	378
"2424"	23	"female"	25	"CD"	0	654
"2425"	23	"female"	25	"AB"	NA	NA
"2426"	23	"female"	25	"CD"	1	2339
"2427"	23	"female"	25	"AC"	1	707
"2428"	23	"female"	25	"AC"	1	993
"2429"	23	"female"	25	"AC"	1	828
"2430"	23	"female"	25	"BD"	1	776
"2431"	23	"female"	25	"AC"	0	774
"2432"	23	"female"	25	"CD"	1	788
"2433"	23	"female"	25	"AB"	0	616
"2434"	23	"female"	25	"BD"	1	772
"2435"	23	"female"	25	"CD"	1	600
"2436"	23	"female"	25	"AC"	0	965
"2437"	23	"female"	25	"CD"	1	446
"2438"	23	"female"	25	"CD"	1	616
"2439"	23	"female"	25	"AB"	1	875
"2440"	23	"female"	25	"CD"	NA	NA
"2441"	23	"female"	25	"BD"	1	533
"2442"	23	"female"	25	"AC"	1	1183
"2443"	23	"female"	25	"CD"	0	616
"2444"	23	"female"	25	"CD"	0	789
"2445"	23	"female"	25	"AB"	1	1271
"2446"	23	"female"	25	"AC"	1	859
"2447"	23	"female"	25	"CD"	0	563
"2448"	23	"female"	25	"BD"	1	1644
"2449"	23	"female"	25	"CD"	1	1268
"2450"	23	"female"	25	"BD"	1	635
"2451"	23	"female"	25	"AB"	1	1078
"2452"	23	"female"	25	"BD"	1	616
"2453"	23	"female"	25	"AB"	1	827
"2454"	23	"female"	25	"AB"	1	1374
"2455"	23	"female"	25	"CD"	1	1668
"2456"	23	"female"	25	"BD"	1	632
"2457"	23	"female"	25	"AB"	1	1097
"2458"	23	"female"	25	"AB"	1	1047
"2459"	23	"female"	25	"AC"	1	892
"2460"	23	"female"	25	"AB"	1	1235
"2461"	23	"female"	25	"AC"	0	1282
"2462"	23	"female"	25	"CD"	1	1134
"2463"	23	"female"	25	"AB"	0	1651
"2464"	23	"female"	25	"AC"	0	1069
"2465"	23	"female"	25	"AB"	1	964
"2466"	23	"female"	25	"AC"	0	1917
"2467"	23	"female"	25	"CD"	1	1184
"2468"	23	"female"	25	"CD"	1	828
"2469"	23	"female"	25	"AB"	1	841
"2470"	23	"female"	25	"BD"	1	928
"2471"	23	"female"	25	"AB"	1	686
"2472"	23	"female"	25	"AC"	NA	NA
"2473"	23	"female"	25	"AB"	1	983
"2474"	23	"female"	25	"CD"	0	1249
"2475"	23	"female"	25	"BD"	1	566
"2476"	23	"female"	25	"CD"	1	1149
"2477"	23	"female"	25	"AC"	1	1627
"2478"	23	"female"	25	"BD"	1	877
"2479"	23	"female"	25	"AB"	1	930
"2480"	23	"female"	25	"AB"	1	651
"2481"	23	"female"	25	"CD"	0	1223
"2482"	23	"female"	25	"BD"	1	863
"2483"	23	"female"	25	"BD"	1	872
"2484"	23	"female"	25	"CD"	1	823
"2485"	23	"female"	25	"AC"	1	1682
"2486"	23	"female"	25	"BD"	1	514
"2487"	23	"female"	25	"BD"	1	776
"2488"	23	"female"	25	"BD"	1	427
"2489"	23	"female"	25	"AC"	1	1271
"2490"	23	"female"	25	"AC"	1	914
"2491"	23	"female"	25	"BD"	1	624
"2684"	24	"female"	20	"BD"	1	3804
"2685"	24	"female"	20	"AB"	1	1665
"2686"	24	"female"	20	"AB"	1	1344
"2687"	24	"female"	20	"BD"	0	1422
"2688"	24	"female"	20	"CD"	1	837
"2689"	24	"female"	20	"CD"	0	1197
"2690"	24	"female"	20	"BD"	1	1244
"2691"	24	"female"	20	"AC"	1	1235
"2692"	24	"female"	20	"AB"	1	1115
"2693"	24	"female"	20	"BD"	1	1023
"2694"	24	"female"	20	"AC"	1	1077
"2695"	24	"female"	20	"BD"	1	828
"2696"	24	"female"	20	"CD"	1	1049
"2697"	24	"female"	20	"AC"	1	600
"2698"	24	"female"	20	"CD"	1	1126
"2699"	24	"female"	20	"AC"	1	1250
"2700"	24	"female"	20	"CD"	0	819
"2701"	24	"female"	20	"BD"	0	1973
"2702"	24	"female"	20	"AC"	1	786
"2703"	24	"female"	20	"BD"	0	1079
"2704"	24	"female"	20	"CD"	1	1494
"2705"	24	"female"	20	"AB"	1	823
"2706"	24	"female"	20	"BD"	1	2246
"2707"	24	"female"	20	"AC"	1	603
"2708"	24	"female"	20	"AB"	1	904
"2709"	24	"female"	20	"CD"	0	784
"2710"	24	"female"	20	"CD"	1	685
"2711"	24	"female"	20	"BD"	1	926
"2712"	24	"female"	20	"BD"	1	661
"2713"	24	"female"	20	"BD"	1	786
"2714"	24	"female"	20	"AC"	1	994
"2715"	24	"female"	20	"CD"	1	1421
"2716"	24	"female"	20	"CD"	0	890
"2717"	24	"female"	20	"AB"	1	978
"2718"	24	"female"	20	"BD"	1	1449
"2719"	24	"female"	20	"BD"	1	1026
"2720"	24	"female"	20	"CD"	0	1245
"2721"	24	"female"	20	"AC"	1	787
"2722"	24	"female"	20	"CD"	1	900
"2723"	24	"female"	20	"CD"	0	1809
"2724"	24	"female"	20	"BD"	1	753
"2725"	24	"female"	20	"AB"	1	847
"2726"	24	"female"	20	"CD"	0	1421
"2727"	24	"female"	20	"CD"	1	2036
"2728"	24	"female"	20	"AC"	0	889
"2729"	24	"female"	20	"AC"	0	1390
"2730"	24	"female"	20	"BD"	1	1435
"2731"	24	"female"	20	"AB"	0	1230
"2732"	24	"female"	20	"AC"	0	597
"2733"	24	"female"	20	"AC"	0	1470
"2734"	24	"female"	20	"BD"	1	1216
"2735"	24	"female"	20	"CD"	0	1147
"2736"	24	"female"	20	"BD"	1	2196
"2737"	24	"female"	20	"CD"	1	2208
"2738"	24	"female"	20	"AB"	0	718
"2739"	24	"female"	20	"AC"	0	1024
"2740"	24	"female"	20	"BD"	1	1266
"2741"	24	"female"	20	"AC"	1	1028
"2742"	24	"female"	20	"CD"	0	889
"2743"	24	"female"	20	"CD"	0	792
"2744"	24	"female"	20	"AC"	1	1026
"2745"	24	"female"	20	"AB"	1	792
"2746"	24	"female"	20	"CD"	0	1283
"2747"	24	"female"	20	"AC"	1	1612
"2748"	24	"female"	20	"CD"	1	1696
"2749"	24	"female"	20	"AC"	0	1641
"2750"	24	"female"	20	"AB"	0	1148
"2751"	24	"female"	20	"AC"	NA	NA
"2752"	24	"female"	20	"AC"	1	1638
"2753"	24	"female"	20	"CD"	1	1558
"2754"	24	"female"	20	"CD"	1	1130
"2755"	24	"female"	20	"CD"	0	1352
"2756"	24	"female"	20	"BD"	1	1131
"2757"	24	"female"	20	"AC"	0	1131
"2758"	24	"female"	20	"BD"	1	1162
"2759"	24	"female"	20	"BD"	1	1043
"2760"	24	"female"	20	"CD"	0	1202
"2761"	24	"female"	20	"BD"	1	926
"2762"	24	"female"	20	"AB"	1	1556
"2763"	24	"female"	20	"CD"	1	1013
"2764"	24	"female"	20	"AB"	1	1166
"2765"	24	"female"	20	"CD"	1	888
"2766"	24	"female"	20	"AB"	1	1014
"2767"	24	"female"	20	"AB"	0	989
"2768"	24	"female"	20	"AC"	0	1179
"2769"	24	"female"	20	"AC"	1	667
"2770"	24	"female"	20	"BD"	1	1596
"2771"	24	"female"	20	"BD"	1	1266
"2772"	24	"female"	20	"AB"	0	1115
"2773"	24	"female"	20	"CD"	1	1576
"2774"	24	"female"	20	"BD"	1	1096
"2775"	24	"female"	20	"AB"	1	1109
"2776"	24	"female"	20	"AB"	1	1151
"2777"	24	"female"	20	"BD"	1	1045
"2778"	24	"female"	20	"AB"	1	1150
"2779"	24	"female"	20	"CD"	1	773
"2780"	24	"female"	20	"AC"	1	819
"2781"	24	"female"	20	"AC"	1	956
"2782"	24	"female"	20	"AB"	1	855
"2783"	24	"female"	20	"AB"	1	1334
"2784"	24	"female"	20	"AC"	1	871
"2785"	24	"female"	20	"AB"	0	852
"2786"	24	"female"	20	"CD"	0	634
"2787"	24	"female"	20	"AB"	1	859
"2788"	24	"female"	20	"CD"	0	1095
"2789"	24	"female"	20	"CD"	1	651
"2790"	24	"female"	20	"BD"	1	909
"2791"	24	"female"	20	"AB"	1	905
"2792"	24	"female"	20	"AC"	1	789
"2793"	24	"female"	20	"AC"	1	804
"2794"	24	"female"	20	"AC"	1	874
"2795"	24	"female"	20	"BD"	0	1130
"2796"	24	"female"	20	"AB"	1	1149
"2797"	24	"female"	20	"CD"	1	718
"2798"	24	"female"	20	"BD"	1	1509
"2799"	24	"female"	20	"AB"	0	942
"2800"	24	"female"	20	"CD"	1	990
"2801"	24	"female"	20	"CD"	1	704
"2802"	24	"female"	20	"AB"	1	888
"2803"	24	"female"	20	"BD"	1	858
"2804"	24	"female"	20	"BD"	1	582
"2805"	24	"female"	20	"CD"	1	701
"2806"	24	"female"	20	"BD"	1	721
"2807"	24	"female"	20	"AC"	1	902
"2808"	24	"female"	20	"CD"	1	769
"2809"	24	"female"	20	"BD"	1	977
"2810"	24	"female"	20	"CD"	1	944
"2811"	24	"female"	20	"BD"	1	703
"2812"	24	"female"	20	"AC"	1	906
"2813"	24	"female"	20	"BD"	1	1232
"2814"	24	"female"	20	"AB"	1	903
"2815"	24	"female"	20	"AC"	1	1026
"2816"	24	"female"	20	"AC"	1	615
"2817"	24	"female"	20	"AB"	1	977
"2818"	24	"female"	20	"AB"	1	688
"2819"	24	"female"	20	"BD"	1	1782
"2820"	24	"female"	20	"AB"	1	562
"2821"	24	"female"	20	"AB"	0	875
"2822"	24	"female"	20	"AC"	1	908
"2823"	24	"female"	20	"AB"	1	616
"2824"	24	"female"	20	"BD"	1	790
"2825"	24	"female"	20	"AB"	1	928
"2826"	24	"female"	20	"CD"	1	667
"2827"	24	"female"	20	"AB"	1	684
"2828"	24	"female"	20	"CD"	1	758
"2829"	24	"female"	20	"AB"	1	995
"2830"	24	"female"	20	"CD"	1	617
"2831"	24	"female"	20	"AC"	1	957
"2832"	24	"female"	20	"BD"	1	1105
"2833"	24	"female"	20	"CD"	1	1024
"2834"	24	"female"	20	"AC"	0	825
"2835"	24	"female"	20	"AC"	0	957
"2836"	24	"female"	20	"BD"	1	751
"2837"	24	"female"	20	"AB"	0	1081
"2838"	24	"female"	20	"BD"	1	838
"2839"	24	"female"	20	"BD"	1	581
"2840"	24	"female"	20	"AC"	1	737
"2841"	24	"female"	20	"CD"	1	616
"2842"	24	"female"	20	"AB"	1	742
"2843"	24	"female"	20	"AB"	1	597
"2844"	24	"female"	20	"AC"	1	635
"2845"	24	"female"	20	"BD"	0	533
"2846"	24	"female"	20	"BD"	1	616
"2847"	24	"female"	20	"BD"	1	519
"2848"	24	"female"	20	"AC"	1	532
"2849"	24	"female"	20	"AC"	1	532
"2850"	24	"female"	20	"AC"	1	586
"2851"	24	"female"	20	"AB"	0	650
"2852"	24	"female"	20	"BD"	1	687
"2853"	24	"female"	20	"BD"	1	566
"2854"	24	"female"	20	"CD"	1	483
"2855"	24	"female"	20	"CD"	1	669
"2856"	24	"female"	20	"AB"	1	1133
"2857"	24	"female"	20	"AB"	1	514
"2858"	24	"female"	20	"AC"	1	685
"2859"	24	"female"	20	"AC"	1	463
"2860"	24	"female"	20	"BD"	1	702
"2861"	24	"female"	20	"CD"	1	600
"2862"	24	"female"	20	"AC"	1	565
"2863"	24	"female"	20	"CD"	1	498
"2864"	24	"female"	20	"AC"	1	545
"2865"	24	"female"	20	"AB"	1	787
"2866"	24	"female"	20	"AB"	0	515
"2867"	24	"female"	20	"AB"	1	775
"2868"	24	"female"	20	"AC"	1	510
"2869"	24	"female"	20	"AC"	0	534
"2870"	24	"female"	20	"AB"	1	582
"2871"	24	"female"	20	"CD"	0	527
"2872"	24	"female"	20	"AC"	0	1049
"2873"	24	"female"	20	"AB"	0	809
"2874"	24	"female"	20	"AB"	1	1336
"2875"	24	"female"	20	"BD"	1	702
"3259"	28	"female"	20	"AB"	0	2681
"3260"	28	"female"	20	"AC"	0	394
"3261"	28	"female"	20	"CD"	1	532
"3262"	28	"female"	20	"BD"	0	701
"3263"	28	"female"	20	"CD"	1	565
"3264"	28	"female"	20	"AB"	1	788
"3265"	28	"female"	20	"AB"	1	685
"3266"	28	"female"	20	"BD"	1	547
"3267"	28	"female"	20	"CD"	1	496
"3268"	28	"female"	20	"BD"	0	361
"3269"	28	"female"	20	"BD"	1	447
"3270"	28	"female"	20	"AC"	0	513
"3271"	28	"female"	20	"BD"	1	906
"3272"	28	"female"	20	"AB"	1	923
"3273"	28	"female"	20	"AC"	1	887
"3274"	28	"female"	20	"CD"	1	645
"3275"	28	"female"	20	"AB"	1	479
"3276"	28	"female"	20	"AB"	1	787
"3277"	28	"female"	20	"BD"	1	531
"3278"	28	"female"	20	"AC"	1	821
"3279"	28	"female"	20	"BD"	0	755
"3280"	28	"female"	20	"AC"	0	926
"3281"	28	"female"	20	"AB"	1	926
"3282"	28	"female"	20	"AC"	1	1165
"3283"	28	"female"	20	"AB"	0	939
"3284"	28	"female"	20	"CD"	1	682
"3285"	28	"female"	20	"AB"	1	637
"3286"	28	"female"	20	"BD"	0	498
"3287"	28	"female"	20	"AC"	1	1042
"3288"	28	"female"	20	"CD"	1	1027
"3289"	28	"female"	20	"AC"	1	1152
"3290"	28	"female"	20	"BD"	1	563
"3291"	28	"female"	20	"BD"	1	751
"3292"	28	"female"	20	"AB"	1	361
"3293"	28	"female"	20	"CD"	1	359
"3294"	28	"female"	20	"AB"	0	374
"3295"	28	"female"	20	"CD"	1	509
"3296"	28	"female"	20	"CD"	0	744
"3297"	28	"female"	20	"AB"	1	667
"3298"	28	"female"	20	"BD"	1	704
"3299"	28	"female"	20	"CD"	1	1112
"3300"	28	"female"	20	"AB"	1	770
"3301"	28	"female"	20	"BD"	1	653
"3302"	28	"female"	20	"AC"	0	1552
"3303"	28	"female"	20	"BD"	1	562
"3304"	28	"female"	20	"AB"	1	1128
"3305"	28	"female"	20	"CD"	1	807
"3306"	28	"female"	20	"CD"	1	1041
"3307"	28	"female"	20	"BD"	1	1232
"3308"	28	"female"	20	"CD"	1	683
"3309"	28	"female"	20	"AB"	1	1264
"3310"	28	"female"	20	"BD"	1	956
"3311"	28	"female"	20	"CD"	0	890
"3312"	28	"female"	20	"CD"	1	772
"3313"	28	"female"	20	"BD"	1	957
"3314"	28	"female"	20	"AB"	1	1162
"3315"	28	"female"	20	"AC"	1	994
"3316"	28	"female"	20	"AC"	1	1010
"3317"	28	"female"	20	"AC"	1	1161
"3318"	28	"female"	20	"AB"	0	807
"3319"	28	"female"	20	"AC"	1	1062
"3320"	28	"female"	20	"BD"	1	891
"3321"	28	"female"	20	"AC"	1	1232
"3322"	28	"female"	20	"AC"	1	925
"3323"	28	"female"	20	"CD"	1	837
"3324"	28	"female"	20	"CD"	1	718
"3325"	28	"female"	20	"AB"	1	674
"3326"	28	"female"	20	"BD"	1	824
"3327"	28	"female"	20	"AC"	1	718
"3328"	28	"female"	20	"AC"	1	854
"3329"	28	"female"	20	"AC"	1	733
"3330"	28	"female"	20	"CD"	1	938
"3331"	28	"female"	20	"AC"	1	980
"3332"	28	"female"	20	"AB"	1	566
"3333"	28	"female"	20	"BD"	1	717
"3334"	28	"female"	20	"BD"	1	700
"3335"	28	"female"	20	"BD"	1	858
"3336"	28	"female"	20	"AB"	0	971
"3337"	28	"female"	20	"BD"	1	718
"3338"	28	"female"	20	"CD"	1	650
"3339"	28	"female"	20	"AB"	1	822
"3340"	28	"female"	20	"CD"	0	616
"3341"	28	"female"	20	"AC"	1	578
"3342"	28	"female"	20	"AC"	1	564
"3343"	28	"female"	20	"AC"	1	717
"3344"	28	"female"	20	"AB"	0	616
"3345"	28	"female"	20	"AB"	1	1180
"3346"	28	"female"	20	"CD"	1	1010
"3347"	28	"female"	20	"AC"	1	1320
"3348"	28	"female"	20	"BD"	1	1352
"3349"	28	"female"	20	"AC"	1	856
"3350"	28	"female"	20	"CD"	1	892
"3351"	28	"female"	20	"BD"	1	1078
"3352"	28	"female"	20	"AC"	0	753
"3353"	28	"female"	20	"AC"	1	733
"3354"	28	"female"	20	"AC"	0	909
"3355"	28	"female"	20	"AB"	1	1704
"3356"	28	"female"	20	"BD"	0	768
"3357"	28	"female"	20	"AB"	0	956
"3358"	28	"female"	20	"AC"	1	2083
"3359"	28	"female"	20	"BD"	1	857
"3360"	28	"female"	20	"CD"	1	615
"3361"	28	"female"	20	"AB"	1	702
"3362"	28	"female"	20	"BD"	1	768
"3363"	28	"female"	20	"CD"	1	649
"3364"	28	"female"	20	"AB"	1	1674
"3365"	28	"female"	20	"AB"	1	1284
"3366"	28	"female"	20	"AC"	NA	NA
"3367"	28	"female"	20	"AB"	1	1627
"3368"	28	"female"	20	"CD"	1	580
"3369"	28	"female"	20	"AB"	1	891
"3370"	28	"female"	20	"CD"	1	666
"3371"	28	"female"	20	"BD"	1	774
"3372"	28	"female"	20	"BD"	1	992
"3373"	28	"female"	20	"CD"	1	562
"3374"	28	"female"	20	"AC"	0	498
"3375"	28	"female"	20	"CD"	1	595
"3376"	28	"female"	20	"AB"	0	530
"3377"	28	"female"	20	"AB"	1	663
"3378"	28	"female"	20	"BD"	1	876
"3379"	28	"female"	20	"BD"	1	894
"3380"	28	"female"	20	"CD"	1	1161
"3381"	28	"female"	20	"BD"	1	995
"3382"	28	"female"	20	"AC"	1	668
"3383"	28	"female"	20	"CD"	1	805
"3384"	28	"female"	20	"BD"	1	1246
"3385"	28	"female"	20	"AB"	1	1590
"3386"	28	"female"	20	"AB"	1	891
"3387"	28	"female"	20	"BD"	1	955
"3388"	28	"female"	20	"BD"	1	666
"3389"	28	"female"	20	"AC"	1	786
"3390"	28	"female"	20	"BD"	1	739
"3391"	28	"female"	20	"BD"	1	462
"3392"	28	"female"	20	"AC"	1	768
"3393"	28	"female"	20	"AB"	1	700
"3394"	28	"female"	20	"AC"	0	818
"3395"	28	"female"	20	"BD"	1	906
"3396"	28	"female"	20	"AB"	1	854
"3397"	28	"female"	20	"AC"	1	1985
"3398"	28	"female"	20	"CD"	1	1200
"3399"	28	"female"	20	"CD"	1	869
"3400"	28	"female"	20	"AC"	1	851
"3401"	28	"female"	20	"AC"	1	1093
"3402"	28	"female"	20	"BD"	1	753
"3403"	28	"female"	20	"AC"	1	823
"3404"	28	"female"	20	"CD"	1	466
"3405"	28	"female"	20	"BD"	1	978
"3406"	28	"female"	20	"AC"	0	852
"3407"	28	"female"	20	"AC"	0	1525
"3408"	28	"female"	20	"CD"	1	670
"3409"	28	"female"	20	"AC"	0	785
"3410"	28	"female"	20	"BD"	1	1335
"3411"	28	"female"	20	"AC"	0	701
"3412"	28	"female"	20	"AB"	1	649
"3413"	28	"female"	20	"CD"	1	754
"3414"	28	"female"	20	"AC"	1	1217
"3415"	28	"female"	20	"AB"	1	753
"3416"	28	"female"	20	"CD"	1	822
"3417"	28	"female"	20	"BD"	1	649
"3418"	28	"female"	20	"CD"	1	686
"3419"	28	"female"	20	"BD"	1	823
"3420"	28	"female"	20	"CD"	1	463
"3421"	28	"female"	20	"AB"	1	531
"3422"	28	"female"	20	"AB"	1	632
"3423"	28	"female"	20	"CD"	1	649
"3424"	28	"female"	20	"CD"	1	550
"3425"	28	"female"	20	"BD"	1	668
"3426"	28	"female"	20	"AC"	1	411
"3427"	28	"female"	20	"CD"	0	414
"3428"	28	"female"	20	"BD"	1	497
"3429"	28	"female"	20	"AB"	1	580
"3430"	28	"female"	20	"BD"	1	514
"3431"	28	"female"	20	"AB"	1	700
"3432"	28	"female"	20	"AC"	1	565
"3433"	28	"female"	20	"CD"	1	426
"3434"	28	"female"	20	"AB"	1	601
"3435"	28	"female"	20	"AB"	0	513
"3436"	28	"female"	20	"AB"	1	736
"3437"	28	"female"	20	"BD"	1	462
"3438"	28	"female"	20	"CD"	1	598
"3439"	28	"female"	20	"CD"	1	515
"3440"	28	"female"	20	"AB"	1	547
"3441"	28	"female"	20	"BD"	1	515
"3442"	28	"female"	20	"CD"	1	684
"3443"	28	"female"	20	"CD"	0	425
"3444"	28	"female"	20	"AC"	1	650
"3445"	28	"female"	20	"AB"	1	616
"3446"	28	"female"	20	"CD"	1	670
"3447"	28	"female"	20	"AB"	1	718
"3448"	28	"female"	20	"CD"	1	614
"3449"	28	"female"	20	"AC"	1	667
"3450"	28	"female"	20	"AC"	1	548
"3451"	32	"female"	25	"AC"	0	1821
"3452"	32	"female"	25	"CD"	1	2004
"3453"	32	"female"	25	"CD"	0	1456
"3454"	32	"female"	25	"BD"	1	1925
"3455"	32	"female"	25	"CD"	1	1699
"3456"	32	"female"	25	"AC"	0	2112
"3457"	32	"female"	25	"BD"	1	1561
"3458"	32	"female"	25	"AC"	1	1614
"3459"	32	"female"	25	"AC"	0	955
"3460"	32	"female"	25	"AB"	1	1085
"3461"	32	"female"	25	"BD"	1	1177
"3462"	32	"female"	25	"BD"	0	1211
"3463"	32	"female"	25	"CD"	1	1472
"3464"	32	"female"	25	"BD"	1	1438
"3465"	32	"female"	25	"CD"	1	1315
"3466"	32	"female"	25	"AB"	1	1435
"3467"	32	"female"	25	"AB"	0	1409
"3468"	32	"female"	25	"AC"	1	1237
"3469"	32	"female"	25	"AC"	0	1440
"3470"	32	"female"	25	"AC"	0	985
"3471"	32	"female"	25	"CD"	0	1062
"3472"	32	"female"	25	"AC"	0	1101
"3473"	32	"female"	25	"BD"	0	1333
"3474"	32	"female"	25	"AB"	0	1200
"3475"	32	"female"	25	"BD"	NA	NA
"3476"	32	"female"	25	"BD"	1	975
"3477"	32	"female"	25	"CD"	1	1107
"3478"	32	"female"	25	"CD"	1	1168
"3479"	32	"female"	25	"AC"	1	1095
"3480"	32	"female"	25	"AB"	0	1289
"3481"	32	"female"	25	"AC"	0	1120
"3482"	32	"female"	25	"BD"	1	1139
"3483"	32	"female"	25	"AC"	1	1116
"3484"	32	"female"	25	"CD"	1	1137
"3485"	32	"female"	25	"AB"	0	1314
"3486"	32	"female"	25	"CD"	1	1177
"3487"	32	"female"	25	"AB"	1	1245
"3488"	32	"female"	25	"BD"	1	926
"3489"	32	"female"	25	"BD"	0	1291
"3490"	32	"female"	25	"AC"	1	1214
"3491"	32	"female"	25	"AB"	0	1133
"3492"	32	"female"	25	"AB"	0	925
"3493"	32	"female"	25	"CD"	1	1235
"3494"	32	"female"	25	"AC"	1	1263
"3495"	32	"female"	25	"BD"	1	1111
"3496"	32	"female"	25	"AC"	1	1198
"3497"	32	"female"	25	"AC"	0	1374
"3498"	32	"female"	25	"AB"	1	1139
"3499"	32	"female"	25	"BD"	1	1409
"3500"	32	"female"	25	"CD"	0	1148
"3501"	32	"female"	25	"AC"	1	1130
"3502"	32	"female"	25	"AB"	0	1307
"3503"	32	"female"	25	"CD"	0	993
"3504"	32	"female"	25	"CD"	1	1007
"3505"	32	"female"	25	"AC"	1	1056
"3506"	32	"female"	25	"AB"	1	1318
"3507"	32	"female"	25	"BD"	1	1012
"3508"	32	"female"	25	"CD"	1	1340
"3509"	32	"female"	25	"AB"	0	1104
"3510"	32	"female"	25	"CD"	1	901
"3511"	32	"female"	25	"BD"	1	893
"3512"	32	"female"	25	"AB"	0	1540
"3513"	32	"female"	25	"CD"	0	1041
"3514"	32	"female"	25	"AC"	1	1093
"3515"	32	"female"	25	"AC"	0	1412
"3516"	32	"female"	25	"AC"	1	1173
"3517"	32	"female"	25	"AB"	0	1062
"3518"	32	"female"	25	"CD"	1	1049
"3519"	32	"female"	25	"AC"	0	1260
"3520"	32	"female"	25	"BD"	0	1190
"3521"	32	"female"	25	"CD"	1	1350
"3522"	32	"female"	25	"CD"	0	1400
"3523"	32	"female"	25	"CD"	0	835
"3524"	32	"female"	25	"AB"	0	1069
"3525"	32	"female"	25	"CD"	1	947
"3526"	32	"female"	25	"BD"	1	1011
"3527"	32	"female"	25	"BD"	1	983
"3528"	32	"female"	25	"AC"	1	1394
"3529"	32	"female"	25	"BD"	1	1085
"3530"	32	"female"	25	"AC"	1	1668
"3531"	32	"female"	25	"AC"	1	1038
"3532"	32	"female"	25	"BD"	1	1068
"3533"	32	"female"	25	"BD"	1	1131
"3534"	32	"female"	25	"CD"	1	1146
"3535"	32	"female"	25	"AC"	0	1114
"3536"	32	"female"	25	"AB"	0	1100
"3537"	32	"female"	25	"BD"	1	900
"3538"	32	"female"	25	"BD"	1	1322
"3539"	32	"female"	25	"AB"	0	970
"3540"	32	"female"	25	"AB"	0	1107
"3541"	32	"female"	25	"CD"	1	1238
"3542"	32	"female"	25	"CD"	1	1193
"3543"	32	"female"	25	"CD"	1	1033
"3544"	32	"female"	25	"BD"	1	1033
"3545"	32	"female"	25	"AC"	1	1206
"3546"	32	"female"	25	"AB"	0	1048
"3547"	32	"female"	25	"AC"	1	980
"3548"	32	"female"	25	"BD"	1	1134
"3549"	32	"female"	25	"AB"	1	3287
"3550"	32	"female"	25	"BD"	1	1093
"3551"	32	"female"	25	"CD"	NA	NA
"3552"	32	"female"	25	"AC"	1	1023
"3553"	32	"female"	25	"CD"	1	1723
"3554"	32	"female"	25	"AC"	0	1019
"3555"	32	"female"	25	"CD"	1	1015
"3556"	32	"female"	25	"AC"	1	935
"3557"	32	"female"	25	"BD"	1	1101
"3558"	32	"female"	25	"BD"	1	998
"3559"	32	"female"	25	"AB"	0	1497
"3560"	32	"female"	25	"AB"	1	1388
"3561"	32	"female"	25	"AB"	1	1381
"3562"	32	"female"	25	"BD"	1	1461
"3563"	32	"female"	25	"AB"	1	1467
"3564"	32	"female"	25	"AC"	1	1483
"3565"	32	"female"	25	"CD"	1	1306
"3566"	32	"female"	25	"AC"	1	1644
"3567"	32	"female"	25	"AB"	1	1171
"3568"	32	"female"	25	"BD"	0	1225
"3569"	32	"female"	25	"CD"	1	1232
"3570"	32	"female"	25	"AB"	0	977
"3571"	32	"female"	25	"AC"	1	859
"3572"	32	"female"	25	"CD"	1	1248
"3573"	32	"female"	25	"AB"	1	1047
"3574"	32	"female"	25	"AB"	1	713
"3575"	32	"female"	25	"BD"	1	898
"3576"	32	"female"	25	"AC"	1	1121
"3577"	32	"female"	25	"BD"	1	925
"3578"	32	"female"	25	"AB"	0	1293
"3579"	32	"female"	25	"AC"	0	1940
"3580"	32	"female"	25	"BD"	1	909
"3581"	32	"female"	25	"AC"	0	925
"3582"	32	"female"	25	"AB"	1	1239
"3583"	32	"female"	25	"BD"	1	1024
"3584"	32	"female"	25	"CD"	0	1135
"3585"	32	"female"	25	"BD"	0	1395
"3586"	32	"female"	25	"BD"	1	840
"3587"	32	"female"	25	"AB"	0	954
"3588"	32	"female"	25	"CD"	1	1233
"3589"	32	"female"	25	"CD"	1	1073
"3590"	32	"female"	25	"AB"	1	1081
"3591"	32	"female"	25	"AC"	0	1273
"3592"	32	"female"	25	"CD"	0	950
"3593"	32	"female"	25	"CD"	0	840
"3594"	32	"female"	25	"CD"	1	1343
"3595"	32	"female"	25	"BD"	1	1433
"3596"	32	"female"	25	"BD"	0	883
"3597"	32	"female"	25	"AC"	1	974
"3598"	32	"female"	25	"AC"	1	920
"3599"	32	"female"	25	"AC"	0	854
"3600"	32	"female"	25	"AB"	0	1056
"3601"	32	"female"	25	"BD"	1	1339
"3602"	32	"female"	25	"CD"	1	927
"3603"	32	"female"	25	"BD"	1	1138
"3604"	32	"female"	25	"AC"	1	1151
"3605"	32	"female"	25	"AB"	1	1224
"3606"	32	"female"	25	"CD"	1	1196
"3607"	32	"female"	25	"AB"	1	1566
"3608"	32	"female"	25	"BD"	1	1429
"3609"	32	"female"	25	"BD"	0	1442
"3610"	32	"female"	25	"CD"	1	1375
"3611"	32	"female"	25	"BD"	1	1601
"3612"	32	"female"	25	"AB"	1	1480
"3613"	32	"female"	25	"AB"	1	1527
"3614"	32	"female"	25	"CD"	0	1106
"3615"	32	"female"	25	"AB"	0	1124
"3616"	32	"female"	25	"CD"	1	1226
