"session"	"sex"	"age"	"haircolor"	"university"	"education"	"shirtless"	"intelligence"	"attractiveness"	"dateability"
27	"f"	21	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	86
27	"f"	30	"brown"	"1.Basel"	"4.PhD"	"1.No"	"2.medium"	"1.low"	20
27	"m"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	17
27	"m"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	77
27	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	92
27	"f"	27	"brown"	"2.Zurich"	"4.PhD"	"2.Yes"	"1.low"	"2.medium"	99
27	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	77
27	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	50
27	"m"	23	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	17
28	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	77
28	"f"	27	"blonde"	"2.Zurich"	"4.PhD"	"1.No"	"3.high"	"3.high"	40
28	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	52
28	"m"	23	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	89
28	"m"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	63
28	"f"	24	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"3.high"	76
28	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	24
28	"f"	24	"red"	"2.Zurich"	"3.Masters"	"2.Yes"	"2.medium"	"1.low"	76
28	"m"	26	"brown"	"3.Geneva"	"3.Masters"	"2.Yes"	"1.low"	"2.medium"	39
28	"m"	27	"blonde"	"2.Zurich"	"4.PhD"	"1.No"	"2.medium"	"2.medium"	55
28	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	0
28	"f"	28	"red"	"3.Geneva"	"4.PhD"	"1.No"	"3.high"	"1.low"	22
28	"f"	28	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"3.high"	"2.medium"	57
28	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	32
28	"m"	25	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	65
28	"f"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	45
28	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	29
28	"f"	18	"blonde"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"1.low"	39
28	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	52
28	"f"	21	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	88
29	"m"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"1.low"	59
29	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	46
29	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	40
29	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	99
29	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	86
29	"m"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	57
29	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	95
29	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	90
29	"f"	20	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"1.low"	27
29	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	26
29	"m"	19	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"1.low"	"3.high"	42
29	"f"	29	"red"	"2.Zurich"	"4.PhD"	"1.No"	"1.low"	"3.high"	76
29	"m"	28	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"3.high"	"3.high"	70
29	"f"	23	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"1.low"	75
29	"f"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"1.low"	69
29	"f"	25	"red"	"2.Zurich"	"3.Masters"	"2.Yes"	"2.medium"	"1.low"	51
29	"m"	28	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"2.medium"	47
29	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	55
29	"m"	21	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	16
29	"m"	23	"red"	"3.Geneva"	"3.Masters"	"2.Yes"	"3.high"	"2.medium"	36
30	"m"	28	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"1.low"	"2.medium"	57
30	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	28
30	"f"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
30	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	0
30	"m"	27	"brown"	"1.Basel"	"4.PhD"	"1.No"	"2.medium"	"1.low"	33
30	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	35
30	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	16
30	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	27
30	"f"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	59
30	"f"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	30
30	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	100
30	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	59
30	"m"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	72
30	"m"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	21
30	"f"	20	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"1.low"	"2.medium"	78
30	"m"	25	"red"	"2.Zurich"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	70
30	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"1.low"	17
30	"f"	23	"blonde"	"1.Basel"	"3.Masters"	"2.Yes"	"3.high"	"3.high"	73
30	"m"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	54
30	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"3.high"	"3.high"	78
31	"m"	18	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	68
31	"f"	23	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	31
31	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	25
31	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	90
31	"f"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	100
31	"m"	20	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	69
31	"f"	27	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"2.medium"	40
31	"m"	18	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"1.low"	73
31	"m"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	25
31	"m"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	54
31	"m"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	27
31	"m"	30	"red"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"1.low"	36
31	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"3.high"	"1.low"	56
31	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	60
31	"m"	23	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	70
31	"m"	19	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	66
31	"f"	23	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"3.high"	50
31	"f"	28	"blonde"	"3.Geneva"	"4.PhD"	"1.No"	"3.high"	"3.high"	16
31	"m"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	81
31	"f"	19	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	40
32	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	59
32	"m"	28	"blonde"	"2.Zurich"	"4.PhD"	"1.No"	"2.medium"	"3.high"	92
32	"m"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	0
32	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	36
32	"m"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"1.low"	60
32	"f"	24	"blonde"	"1.Basel"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	100
32	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	15
32	"f"	19	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	86
32	"f"	25	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	69
32	"f"	23	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	46
32	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	60
32	"m"	24	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	45
32	"m"	18	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	78
32	"m"	23	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	79
32	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	73
32	"m"	19	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	60
32	"m"	23	"brown"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	71
32	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	61
32	"f"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	59
32	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"2.medium"	"1.low"	0
33	"f"	28	"brown"	"3.Geneva"	"4.PhD"	"2.Yes"	"3.high"	"2.medium"	73
33	"f"	23	"blonde"	"1.Basel"	"2.Bachelors"	"2.Yes"	"1.low"	"1.low"	76
33	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	40
33	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	31
33	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	50
33	"m"	25	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"3.high"	70
33	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	14
33	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"2.Yes"	"3.high"	"3.high"	46
33	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	38
33	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	44
33	"m"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	50
33	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	89
33	"f"	30	"brown"	"1.Basel"	"4.PhD"	"2.Yes"	"1.low"	"3.high"	100
33	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	32
33	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	10
33	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	21
33	"m"	23	"brown"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"2.medium"	42
33	"m"	25	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"2.medium"	55
33	"f"	28	"brown"	"1.Basel"	"4.PhD"	"1.No"	"3.high"	"3.high"	52
33	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	68
34	"m"	18	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	100
34	"f"	25	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"3.high"	33
34	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	29
34	"f"	18	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	26
34	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	100
34	"m"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	44
34	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	80
34	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	45
34	"m"	20	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	50
34	"f"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	44
34	"f"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	42
34	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	78
34	"f"	21	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	100
34	"f"	24	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"3.high"	87
34	"f"	28	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"3.high"	"1.low"	39
34	"m"	20	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	59
34	"f"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	10
34	"f"	19	"blonde"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	100
34	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	82
34	"m"	28	"red"	"1.Basel"	"4.PhD"	"1.No"	"1.low"	"3.high"	53
35	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	51
35	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	60
35	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	28
35	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	52
35	"m"	18	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	63
35	"f"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	61
35	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	46
35	"f"	29	"red"	"2.Zurich"	"4.PhD"	"1.No"	"3.high"	"1.low"	8
35	"f"	30	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"1.low"	"1.low"	0
35	"m"	23	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	38
35	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	39
35	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	0
35	"f"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	18
35	"m"	23	"blonde"	"3.Geneva"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	80
35	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	58
35	"f"	23	"red"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	37
35	"m"	18	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	95
35	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	64
35	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	74
35	"m"	21	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	34
36	"m"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	13
36	"m"	23	"blonde"	"2.Zurich"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	49
36	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	55
36	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"2.medium"	"1.low"	5
36	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	34
36	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	79
36	"f"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"1.low"	16
36	"f"	18	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	32
36	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	37
36	"f"	21	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	40
36	"m"	23	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"3.high"	64
36	"f"	19	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	43
36	"f"	29	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"1.low"	"2.medium"	54
36	"f"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	61
36	"f"	26	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"3.high"	54
36	"m"	23	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"1.low"	0
36	"f"	22	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"2.medium"	41
36	"m"	18	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	78
36	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	2
36	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	38
37	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	70
37	"m"	18	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	65
37	"m"	20	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"3.high"	"3.high"	70
37	"m"	25	"red"	"1.Basel"	"3.Masters"	"2.Yes"	"3.high"	"3.high"	24
37	"f"	28	"brown"	"1.Basel"	"4.PhD"	"2.Yes"	"1.low"	"3.high"	100
37	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	0
37	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	45
37	"m"	29	"red"	"1.Basel"	"4.PhD"	"2.Yes"	"1.low"	"3.high"	52
37	"m"	25	"brown"	"3.Geneva"	"3.Masters"	"2.Yes"	"3.high"	"2.medium"	54
37	"m"	21	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	40
37	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	44
37	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	54
37	"f"	29	"brown"	"1.Basel"	"4.PhD"	"1.No"	"1.low"	"3.high"	100
37	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	94
37	"f"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	92
37	"f"	20	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	91
37	"m"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"1.low"	76
37	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	35
37	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	87
37	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	66
38	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	62
38	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	64
38	"f"	20	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	90
38	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	94
38	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	56
38	"f"	25	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	84
38	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	93
38	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	0
38	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	19
38	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	35
38	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	0
38	"f"	23	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	100
38	"f"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	100
38	"m"	28	"blonde"	"3.Geneva"	"4.PhD"	"1.No"	"1.low"	"1.low"	32
38	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	51
38	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	65
38	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	20
38	"m"	19	"blonde"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	27
38	"f"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"3.high"	90
38	"m"	23	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	59
39	"f"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	47
39	"m"	21	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	67
39	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	84
39	"f"	29	"red"	"2.Zurich"	"4.PhD"	"1.No"	"3.high"	"3.high"	26
39	"m"	30	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"2.medium"	55
39	"m"	26	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	15
39	"f"	25	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	62
39	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	25
39	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	31
39	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	89
39	"f"	18	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	9
39	"f"	21	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	57
39	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	100
39	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	56
39	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	37
39	"m"	23	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	44
39	"f"	27	"brown"	"1.Basel"	"4.PhD"	"1.No"	"3.high"	"3.high"	44
39	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	92
39	"m"	23	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"1.low"	"1.low"	58
39	"f"	28	"red"	"2.Zurich"	"4.PhD"	"1.No"	"1.low"	"3.high"	100
40	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	43
40	"m"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	60
40	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	11
40	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	41
40	"m"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"3.high"	91
40	"m"	23	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"1.low"	60
40	"f"	23	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	40
40	"m"	29	"red"	"2.Zurich"	"4.PhD"	"1.No"	"1.low"	"2.medium"	74
40	"f"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"1.low"	10
40	"m"	21	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	71
40	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	12
40	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	28
40	"m"	18	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"3.high"	"3.high"	55
40	"m"	23	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	72
40	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	28
40	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	71
40	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	28
